Algorithm,Level,Events,Uncompressed,Compressed,Time,Filename,Iteration
ZSTD,1,1000,12457302304,5002748802,828.4894547462463,step4_ZSTD1_1000.root,1
ZSTD,1,1000,12457305663,5002935914,828.7230362892151,step4_ZSTD1_1000.root,2
ZSTD,1,1000,12457290095,5002855940,825.2678081989288,step4_ZSTD1_1000.root,3
ZSTD,1,1000,12457311996,5002852379,825.7630817890167,step4_ZSTD1_1000.root,4
ZSTD,1,1000,12457295711,5002903235,827.0169675350189,step4_ZSTD1_1000.root,5
ZSTD,1,1000,12457303913,5003007282,825.7057149410248,step4_ZSTD1_1000.root,6
ZSTD,1,1000,12457288698,5002856801,824.259519815445,step4_ZSTD1_1000.root,7
ZSTD,1,1000,12457292771,5002930998,827.263277053833,step4_ZSTD1_1000.root,8
ZSTD,1,1000,12457301019,5002953945,826.479339838028,step4_ZSTD1_1000.root,9
ZSTD,2,1000,12457305460,4903884731,834.019814491272,step4_ZSTD2_1000.root,0
ZSTD,2,1000,12457305924,4903793438,837.7490141391754,step4_ZSTD2_1000.root,1
ZSTD,2,1000,12457301824,4903669466,831.7321934700012,step4_ZSTD2_1000.root,2
ZSTD,2,1000,12457287112,4903884002,829.7809000015259,step4_ZSTD2_1000.root,3
ZSTD,2,1000,12457331628,4903489398,836.3828802108765,step4_ZSTD2_1000.root,4
ZSTD,2,1000,12457298266,4903588791,834.5481579303741,step4_ZSTD2_1000.root,5
ZSTD,2,1000,12457296878,4903695992,829.9087388515472,step4_ZSTD2_1000.root,6
ZSTD,2,1000,12457300916,4903519533,832.8977010250092,step4_ZSTD2_1000.root,7
ZSTD,2,1000,12457296935,4903874174,829.6158156394958,step4_ZSTD2_1000.root,8
ZSTD,2,1000,12457301886,4903881133,833.0898461341858,step4_ZSTD2_1000.root,9
ZSTD,3,1000,12457295429,4799438150,838.6243472099304,step4_ZSTD3_1000.root,0
ZSTD,3,1000,12457293616,4799299869,842.0350062847137,step4_ZSTD3_1000.root,1
ZSTD,3,1000,12457290099,4799551311,840.6706416606903,step4_ZSTD3_1000.root,2
ZSTD,3,1000,12457301219,4799322881,840.1915636062622,step4_ZSTD3_1000.root,3
ZSTD,3,1000,12457284477,4799543215,840.6552970409393,step4_ZSTD3_1000.root,4
ZSTD,3,1000,12457288375,4799381164,842.0955412387848,step4_ZSTD3_1000.root,5
ZSTD,3,1000,12457303060,4799473746,838.3255174160004,step4_ZSTD3_1000.root,6
ZSTD,3,1000,12457293642,4799423248,841.7101097106934,step4_ZSTD3_1000.root,7
ZSTD,3,1000,12457298277,4799446267,839.6260497570038,step4_ZSTD3_1000.root,8
ZSTD,3,1000,12457297249,4799389104,838.3863034248352,step4_ZSTD3_1000.root,9
ZSTD,4,1000,12457300430,4763910375,842.4773924350739,step4_ZSTD4_1000.root,0
ZSTD,4,1000,12457288473,4763827387,843.5789637565613,step4_ZSTD4_1000.root,1
ZSTD,4,1000,12457282666,4763882485,842.2548177242279,step4_ZSTD4_1000.root,2
ZSTD,4,1000,12457297063,4763918248,844.8993189334869,step4_ZSTD4_1000.root,3
ZSTD,4,1000,12457310992,4764108333,842.2395079135895,step4_ZSTD4_1000.root,4
ZSTD,4,1000,12457297318,4763976030,845.7423684597015,step4_ZSTD4_1000.root,5
ZSTD,4,1000,12457320065,4764193362,847.9437141418457,step4_ZSTD4_1000.root,6
ZSTD,4,1000,12457311490,4764046722,839.6838626861572,step4_ZSTD4_1000.root,7
ZSTD,4,1000,12457281044,4763966459,845.0850131511688,step4_ZSTD4_1000.root,8
ZSTD,4,1000,12457325786,4764083472,844.5159437656403,step4_ZSTD4_1000.root,9
ZSTD,5,1000,12457297283,4749122176,854.0728960037231,step4_ZSTD5_1000.root,0
ZSTD,5,1000,12457334835,4749100072,856.2945559024811,step4_ZSTD5_1000.root,1
ZSTD,5,1000,12457287110,4749009054,854.2227559089661,step4_ZSTD5_1000.root,2
ZSTD,5,1000,12457311654,4749093322,857.9673218727112,step4_ZSTD5_1000.root,3
ZSTD,5,1000,12457298869,4749133468,861.7284953594208,step4_ZSTD5_1000.root,4
ZSTD,5,1000,12457319157,4749105770,857.0774576663971,step4_ZSTD5_1000.root,5
ZSTD,5,1000,12457293866,4749129880,855.8438766002655,step4_ZSTD5_1000.root,6
ZSTD,5,1000,12457291127,4749085621,856.0022549629211,step4_ZSTD5_1000.root,7
ZSTD,5,1000,12457309799,4749141529,860.7918636798859,step4_ZSTD5_1000.root,8
ZSTD,5,1000,12457308865,4748962099,858.3526513576508,step4_ZSTD5_1000.root,9
ZSTD,6,1000,12457302927,4731104077,880.1210083961487,step4_ZSTD6_1000.root,0
ZSTD,6,1000,12457280608,4731059196,876.7539229393005,step4_ZSTD6_1000.root,1
ZSTD,6,1000,12457286702,4731010269,878.6617732048035,step4_ZSTD6_1000.root,2
ZSTD,6,1000,12457324533,4731089748,877.1168167591095,step4_ZSTD6_1000.root,3
ZSTD,6,1000,12457293050,4731180252,881.8601980209351,step4_ZSTD6_1000.root,4
ZSTD,6,1000,12457293494,4731094403,878.7460894584656,step4_ZSTD6_1000.root,5
ZSTD,6,1000,12457290789,4730983589,878.1805274486542,step4_ZSTD6_1000.root,6
ZSTD,6,1000,12457305777,4731326570,873.8389360904694,step4_ZSTD6_1000.root,7
ZSTD,6,1000,12457286412,4731250142,874.8422615528107,step4_ZSTD6_1000.root,8
ZSTD,6,1000,12457292376,4731018450,872.4344713687897,step4_ZSTD6_1000.root,9
ZSTD,7,1000,12457310014,4643274900,905.9664626121521,step4_ZSTD7_1000.root,0
ZSTD,7,1000,12457298907,4643517742,918.273163318634,step4_ZSTD7_1000.root,1
ZSTD,7,1000,12457304291,4643423208,912.9338488578796,step4_ZSTD7_1000.root,2
ZSTD,7,1000,12457300216,4643345126,908.6430289745331,step4_ZSTD7_1000.root,3
ZSTD,7,1000,12457311311,4643333906,907.2107570171356,step4_ZSTD7_1000.root,4
ZSTD,7,1000,12457311822,4642340277,909.5316951274872,step4_ZSTD7_1000.root,5
ZSTD,7,1000,12457287818,4641939954,908.963338136673,step4_ZSTD7_1000.root,6
ZSTD,7,1000,12457318266,4642244936,905.8623111248016,step4_ZSTD7_1000.root,7
ZSTD,7,1000,12457296633,4643403132,906.930748462677,step4_ZSTD7_1000.root,8
ZSTD,7,1000,12457287714,4642659729,910.2050132751465,step4_ZSTD7_1000.root,9
ZSTD,8,1000,12457301460,4633558689,977.6831068992615,step4_ZSTD8_1000.root,0
ZSTD,8,1000,12457293507,4632438093,976.169632434845,step4_ZSTD8_1000.root,1
ZSTD,8,1000,12457267335,4633617412,977.4692802429199,step4_ZSTD8_1000.root,2
ZSTD,8,1000,12457294348,4633202974,979.4698522090912,step4_ZSTD8_1000.root,3
ZSTD,8,1000,12457296760,4633006112,982.0696325302124,step4_ZSTD8_1000.root,4
ZSTD,8,1000,12457305222,4632968579,982.7184956073761,step4_ZSTD8_1000.root,5
ZSTD,8,1000,12457309881,4632841463,977.8030714988708,step4_ZSTD8_1000.root,6
ZSTD,8,1000,12457296581,4633494888,979.5982818603516,step4_ZSTD8_1000.root,7
ZSTD,8,1000,12457302896,4632874590,978.0586295127869,step4_ZSTD8_1000.root,8
ZSTD,8,1000,12457302866,4632996247,980.5026738643646,step4_ZSTD8_1000.root,9
ZSTD,9,1000,12457305874,4620966100,1061.2498393058777,step4_ZSTD9_1000.root,0
ZSTD,9,1000,12457286017,4621050138,1060.476645708084,step4_ZSTD9_1000.root,1
ZSTD,9,1000,12457285533,4620627869,1062.4511651992798,step4_ZSTD9_1000.root,2
ZSTD,9,1000,12457297001,4620740099,1061.438580751419,step4_ZSTD9_1000.root,3
ZSTD,9,1000,12457266271,4620781820,1059.8488686084747,step4_ZSTD9_1000.root,4
ZSTD,9,1000,12457290284,4620964562,1060.5216386318207,step4_ZSTD9_1000.root,5
ZSTD,9,1000,12457291705,4620608551,1056.0902979373932,step4_ZSTD9_1000.root,6
ZSTD,9,1000,12457292185,4620976832,1060.7305827140808,step4_ZSTD9_1000.root,7
ZSTD,9,1000,12457284184,4620853346,1060.5960357189178,step4_ZSTD9_1000.root,8
ZSTD,9,1000,12457291143,4621583618,1056.6846005916595,step4_ZSTD9_1000.root,9
